x1,x2
0.08605673722716557,-0.7991775571429567
-0.9147655825221634,0.3305024995253488
0.22160062264672703,-0.1907142055002572
0.9158756606787375,0.14804376406424222
-0.178873472225194,0.1786501207431323
-0.15740212353815386,-0.8526636345877576
0.5572212819210737,-0.755748815209669
0.7253171871572538,0.5540987457540894
-0.42857756129294455,0.8408078277843292
-0.260624035658092,-0.03253129142451955
0.8360998362542185,-0.015691715310033397
0.07589593100498462,-0.3206177056070537
0.019524509813036356,0.24176763310435648
-0.21224929650593422,-0.38521214994640907
0.14119693291817473,-1.1078204412202663
-0.1334830357680522,-0.20844663914586364
0.19380764201772613,-0.23662843791890836
0.2396934806907252,-0.14215330324122905
0.9476357275788828,-0.1678918521946645
1.0260047083377206,0.013269883004042984
0.8521783684325077,0.6015623297078834
-1.0981477713400736,0.04981199112749803
0.2756162746080971,-0.8939473182825992
-0.01598641205007624,0.3082338652654731
-0.24607370653238175,-0.07159420816539883
-0.09608821508494567,0.3835153411843601
-0.14746798428992858,0.25560174546743053
-0.9044825612460295,0.51990201979016
0.43232140420084914,-0.24356444663683524
0.30349331971091265,1.008298237498801
0.8283272506150122,-0.6764470280230864
0.010997380343574531,1.0491919089429915
-0.2632801937455677,-0.014511547741922183
0.2212608048613361,-0.19993719091212028
1.0573564953629713,-0.3610982108728864
0.13669554958499186,0.46264903711839217
-0.036025624571318526,-0.3965748321072321
0.20163176464863364,-0.363923787242151
-0.04570013291164148,-0.2694193844852331
0.13549940614063855,-1.0596417013531692
0.8644343625743475,-0.6352640617006723
-0.4353516261345604,0.08431109133531739
0.9281009226917606,-0.5976891562831055
-0.025405974611878303,1.0463683239163275
0.827078631014188,-0.1840301657148677
-0.7158232853297243,0.47661217153069557
0.3679611979816486,-0.21477946072351806
0.49199529476469467,0.04140580492149633
0.6448325683021388,0.8184969551833616
-0.7981246823738523,-0.1906933404338307
-0.225864053920457,-0.21517977206748007
-0.27977289683765993,-0.20862802975156675
-0.35258906296476555,0.09321752206079503
0.40860120659225063,0.8497373097663565
0.15955129705746707,0.34419327035842356
-0.9316856799310227,0.0013325744254606045
-0.27412083016984157,0.06415640809338102
0.08924169570775853,-0.10341932346361427
-0.9333571595718256,0.10018077552814623
0.19437309592249552,-0.886234073582624
0.14523012478552616,0.905525400105847
0.041494514462856076,0.23149093996807665
0.4068008108318671,1.034014648777022
-0.27215347712380733,0.9771366437948776
